name,neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,city,missing_flag
Harbor View 1BR Private Deck Near Airport & Trains,East Boston,42.365112184701765,-71.03151328892399,Entire home/apt,5,1.0,1.0,2.0,174.0,0.67,Boston,0
East Boston Student Sublet $800/month,East Boston,42.36925900670464,-71.03613369483693,Private room,1,1.0,1.0,1.0,30.0,0.94,Boston,1
Studio near airport and downtown!,East Boston,42.36688488307615,-71.03615062952922,Entire home/apt,3,1.0,1.0,2.0,89.0,0.88,Boston,0
A sunny room close to Airport,Allston-Brighton,42.37899563988766,-71.03625736579157,Private room,3,1.0,1.0,2.0,95.0,0.92,Boston,1
Modern 2BR steps to airport & train,East Boston,42.37574267069812,-71.03180237149311,Entire home/apt,5,1.0,3.0,3.0,150.0,0.84,Boston,0
BOSTON 2BED LOGAN AIRPORT 1st Floor,East Boston,42.378297679136764,-71.03398042597308,Entire home/apt,9,1.0,2.0,5.0,250.0,0.95,Boston,0
Serene Eastie Retreat,East Boston,42.37199623859463,-71.03800736078841,Private room,1,1.0,1.0,1.0,85.0,1.0,Boston,0
E2 Steps from Maverick Sq,East Boston,42.36947992644604,-71.03625960701709,Private room,2,1.0,1.0,1.0,99.0,0.92,Boston,0
Extended stays,Allston-Brighton,42.37045480727794,-71.04025850654962,Entire home/apt,2,1.0,1.0,1.0,150.0,1.0,Boston,1
"New, Modern 3BD Near Airport and 'T' for Downtown",East Boston,42.37822137657732,-71.03031214548693,Entire home/apt,5,1.0,3.0,4.0,140.0,0.98,Boston,0
*** Sunny apartment *** near Airport & Train stop,East Boston,42.37671712966943,-71.03655030183927,Entire home/apt,3,1.0,0.0,2.0,99.0,0.83,Boston,0
Sunny 2/1 Modern Condo Near Subway,East Boston,42.3699654059797,-71.03987489674748,Entire home/apt,4,1.0,2.0,2.0,99.0,0.92,Boston,0
1 Bd On Water close to Logan,East Boston,42.36670231859854,-71.04192446075436,Entire home/apt,2,1.0,0.0,1.0,199.0,0.94,Boston,1
**Studio by Airport and T Station**,East Boston,42.38618711248181,-71.00461976225016,Entire home/apt,2,1.0,0.0,1.0,70.0,0.9,Boston,0
Private Room Logan Airport,East Boston,42.38921070848658,-71.00268251833265,Private room,1,1.0,1.0,1.0,80.0,0.8,Boston,0
Sunny renovated 1 bedroom in friendly East Boston,East Boston,42.37913076332394,-71.03982748413877,Entire home/apt,4,1.0,1.0,2.0,145.0,0.96,Boston,0
Quaint studio in East Boston,East Boston,42.36709820439286,-71.03334924268675,Entire home/apt,3,1.0,0.0,2.0,110.0,0.95,Boston,0
Houseboat in Boston Harbor,East Boston,42.38167016379894,-71.03991829438495,Entire home/apt,6,1.0,1.0,4.0,175.0,0.94,Boston,1
Small Room for one person! Twin bed,Allston-Brighton,42.37003917833851,-71.0398907959691,Private room,1,1.0,1.0,1.0,40.0,0.97,Boston,1
"Private room, East Boston",East Boston,42.36924093862753,-71.04154478972363,Private room,2,1.0,1.0,1.0,89.0,0.93,Boston,0
Comfortable room close to airport,East Boston,42.36781282979623,-71.03485019599802,Private room,2,1.0,1.0,1.0,105.0,0.87,Boston,0
"1 Cozy Room 3mins walk to Train, 5mins to Airport",East Boston,42.36692052511178,-71.038285286748,Private room,1,1.0,1.0,1.0,44.0,0.96,Boston,0
Lotus (Luxury apartment),East Boston,42.37932676415325,-71.03376093729794,Entire home/apt,4,1.0,2.0,2.0,320.0,0.91,Boston,1
Temporary Housing Boston,East Boston,42.38382803668675,-71.00038139328625,Private room,2,1.0,1.0,1.0,75.0,0.86,Boston,1
Cosy bedroom near Airport/Downtown and the Beach.,East Boston,42.3881729883446,-71.01272170912009,Private room,3,1.0,1.0,1.0,95.0,0.9,Boston,0
"Save $$, walk to airport & train",East Boston,42.37496574822696,-71.03336978152277,Entire home/apt,4,1.0,2.0,2.0,181.0,0.95,Boston,0
"1BD+PARKING, amazing location!",East Boston,42.37416923110453,-71.03424002515276,Private room,3,1.0,1.0,2.0,120.0,0.95,Boston,0
1 BR Apt Close to Airport/Train,Allston-Brighton,42.36582858260108,-71.03528527440521,Entire home/apt,2,1.0,1.0,1.0,70.0,0.9,Boston,1
Nice room steps to Airport & Subway,East Boston,42.376572621939,-71.03294265772637,Private room,2,1.0,1.0,1.0,89.0,0.95,Boston,0
1 in 2Br/1Ba near Airport/Downtown.,Allston-Brighton,42.36839969472304,-71.0362633702214,Private room,5,1.0,1.0,1.0,115.0,0.97,Boston,1
Modern condo close to downtown,East Boston,42.38160865623668,-71.03492187894905,Entire home/apt,4,1.0,2.0,2.0,124.0,0.98,Boston,0
East Boston waterfront with parking,East Boston,42.36629604480039,-71.03800818271141,Private room,2,1.0,1.0,1.0,99.0,0.98,Boston,0
New Private Room near Airport and T,Allston-Brighton,42.36821050603441,-71.0343049195246,Private room,2,1.0,1.0,1.0,88.0,0.93,Boston,1
City living near the beach!,East Boston,42.38363705778372,-71.00009991969033,Entire home/apt,4,1.0,2.0,2.0,195.0,0.95,Boston,0
Lovely&convenient room by airport!,East Boston,42.36422865818504,-71.02934771217218,Private room,2,1.0,1.0,1.0,70.0,0.96,Boston,0
Cozy apartment in ideal location,East Boston,42.36735646665322,-71.03920033268635,Entire home/apt,2,1.0,1.0,1.0,110.0,0.86,Boston,0
Center is never closer Estie-Boston,East Boston,42.36670992810208,-71.03712593270235,Private room,2,1.0,1.0,1.0,125.0,1.0,Boston,0
Andromeda Houseboat - Free Parking!,East Boston,42.38154190555381,-71.03806231898041,Entire home/apt,6,1.0,2.0,4.0,275.0,0.91,Boston,0
Whole one-bedroom apartment,East Boston,42.366226219675376,-71.03143059241793,Entire home/apt,2,1.0,1.0,1.0,65.0,0.8,Boston,0
Sunny room with a harbor view!,Allston-Brighton,42.364069204368406,-71.02896740549902,Private room,2,1.0,1.0,1.0,87.0,1.0,Boston,1
Large Urban Oasis close to beach!,East Boston,42.38366040503235,-71.00026054426053,Entire home/apt,4,2.0,2.0,2.0,225.0,1.0,Boston,0
Apt. minutes from Downtown/Airport,East Boston,42.37871045505126,-71.03297003098307,Private room,2,1.0,1.0,2.0,60.0,0.94,Boston,1
Modern Condo 2.6 miles from Airport,East Boston,42.38736001166394,-71.01041901965802,Entire home/apt,4,1.0,1.0,2.0,150.0,0.98,Boston,0
E4 Travelers Cove,East Boston,42.36833507222235,-71.0360339760448,Private room,2,1.0,1.0,1.0,99.0,0.88,Boston,0
"Lyra - Free parking, heated!",East Boston,42.38368489223976,-71.03808075641813,Entire home/apt,6,1.0,2.0,4.0,275.0,0.89,Boston,0
East Boston Room,East Boston,42.37712966466541,-71.0367331689478,Private room,2,1.5,1.0,1.0,85.0,0.93,Boston,0
Harbor Side 1BR Nr. Airport & Train,East Boston,42.363926094037296,-71.03033901049847,Entire home/apt,4,1.0,1.0,2.0,135.0,0.47,Boston,0
Cozy room by the airport!,East Boston,42.36472850605321,-71.03214033099871,Private room,2,1.0,1.0,1.0,100.0,0.73,Boston,0
Minutes to Boston - Near Ocean 69-1,Allston-Brighton,42.38468604171301,-71.00463998969379,Private room,3,2.5,1.0,2.0,72.0,0.84,Boston,1
4 bedrooms apartment Unit 2,East Boston,42.38968172925277,-71.00471442388962,Entire home/apt,8,2.0,4.0,4.0,230.0,0.9,Boston,0
Cute 1 bed in the heart of Boston.,Allston-Brighton,42.37243757981357,-71.03646968180121,Private room,2,1.0,1.0,1.0,200.0,0.93,Boston,1
"Private room 3 mins to T, 5mins driving to airport",Allston-Brighton,42.36690460316981,-71.03768084507143,Private room,1,1.0,1.0,1.0,45.0,1.0,Boston,1
*Cosy place near Airport/Downtown and the Beach*,East Boston,42.38772842497419,-71.0133957338382,Private room,4,1.0,1.0,1.0,90.0,1.0,Boston,0
Minutes to Boston-Near Beach 71-5,East Boston,42.386618593245366,-71.00525682071361,Private room,3,2.0,1.0,2.0,72.0,0.86,Boston,0
Beautiful private room near airport,Allston-Brighton,42.378875435757855,-71.02910227660068,Private room,1,1.0,1.0,1.0,98.0,0.94,Boston,1
"Cozy Room near Logan Airport ,T",East Boston,42.37783287336045,-71.03026247489726,Private room,1,1.5,1.0,1.0,79.0,0.94,Boston,0
Navy Yard Loft,Charlestown,42.377380676697406,-71.05041078672215,Entire home/apt,3,1.0,0.0,1.0,150.0,0.98,Boston,0
Beautiful Studio 15 min to Downtown,Allston-Brighton,42.38159417885396,-71.07891531143875,Entire home/apt,2,1.0,0.0,1.0,143.0,0.96,Boston,1
Modern Navy Yard Apartment,Charlestown,42.376634352984695,-71.05237883372453,Entire home/apt,3,1.0,2.0,2.0,225.0,0.97,Boston,0
Townhouse in the Town Bedroom #2,Charlestown,42.383704883765326,-71.06564446942193,Private room,2,1.5,1.0,1.0,160.0,0.94,Boston,1
Waterfall Room: Bunker Hill B&B,Charlestown,42.37853324504035,-71.06176887037248,Private room,2,1.0,1.0,1.0,160.0,0.83,Boston,1
Charlestown Brownstone,Charlestown,42.38037397683924,-71.06910599055006,Entire home/apt,1,1.0,0.0,1.0,125.0,1.0,Boston,0
Navy Yard Condo on the Water!,Charlestown,42.37772359797676,-71.05132419433814,Entire home/apt,2,1.0,1.0,1.0,199.0,1.0,Boston,0
"New Construction Comfort, Easy To Get Everywhere",Charlestown,42.38192063033713,-71.06883693947871,Private room,1,1.0,1.0,1.0,190.0,0.94,Boston,1
"Luxury suite, Moroccan furnishings",Charlestown,42.37833821738547,-71.06662682158364,Entire home/apt,2,1.0,1.0,1.0,295.0,0.99,Boston,1
Navy Yard Retreat,Charlestown,42.37660329354812,-71.05380183123417,Entire home/apt,2,1.0,1.0,1.0,250.0,0.94,Boston,1
Amazing 3BR Apt. in heart of C-Town,Charlestown,42.37603276384275,-71.06591865924472,Entire home/apt,4,1.0,3.0,2.0,200.0,0.8,Boston,0
Cozy House on Bunker Hill in Boston,Charlestown,42.3788981259316,-71.06118225546153,Entire home/apt,4,1.5,3.0,3.0,299.0,0.95,Boston,1
"Large, lovely 4BR home in Boston",Allston-Brighton,42.38092491753864,-71.06756115812803,Entire home/apt,6,2.0,4.0,5.0,250.0,1.0,Boston,1
Gorgeous Garden Studio Charlestown,Charlestown,42.3740433333595,-71.0611766737255,Entire home/apt,3,0.0,1.0,1.0,125.0,0.92,Boston,1
The place to be!! - Room & bathroom in Charlestown,Charlestown,42.38181091994198,-71.06597189295363,Private room,1,1.5,1.0,1.0,175.0,0.94,Boston,1
Classic Boston Townhouse Apartment,Charlestown,42.38018227537409,-71.06829119455756,Private room,2,1.0,1.0,1.0,150.0,0.94,Boston,0
Cozy 1BR w/ private deck in historic Charlestown!,Charlestown,42.3839579530452,-71.06771082633266,Entire home/apt,4,1.0,1.0,1.0,200.0,0.97,Boston,0
Cozy private room in Charlestown,Charlestown,42.37980067757881,-71.06674953120307,Private room,3,1.0,1.0,2.0,150.0,1.0,Boston,0
Amazing & convenient Charlestown Navy Yard Apt,Charlestown,42.37755837170107,-71.05133817692955,Entire home/apt,6,2.0,2.0,4.0,234.0,0.99,Boston,0
Boston's Most Historic District!,Allston-Brighton,42.374065378925735,-71.06015514787724,Private room,2,1.0,1.0,1.0,200.0,0.94,Boston,1
Charlestown 3 Bedroom Townhouse,Charlestown,42.37587127713306,-71.05755969860121,Entire home/apt,4,2.5,3.0,3.0,200.0,1.0,Boston,0
"Great city view, 1 bedroom!",Charlestown,42.37999405109287,-71.06652460324518,Entire home/apt,2,1.0,1.0,1.0,249.0,0.94,Boston,1
Monument Sq 2Bed/2Bath w/ Roof Deck,Charlestown,42.37618094303146,-71.05987823791533,Entire home/apt,4,2.0,2.0,2.0,320.0,1.0,Boston,1
 Getaway in Historic Charlestown,Charlestown,42.37807868848888,-71.06343261367424,Entire home/apt,2,1.0,1.0,1.0,175.0,0.95,Boston,0
Spacious Victorian 2br+ apartment,Charlestown,42.3775788524057,-71.0637641154371,Entire home/apt,4,1.0,2.0,2.0,199.0,0.94,Boston,0
"Unique 3 Bed, 2 Bath Apartment ",Charlestown,42.38134840856283,-71.06190760557617,Entire home/apt,6,2.0,3.0,3.0,375.0,0.99,Boston,0
Elegance at Salem Street Court,Charlestown,42.37655111058528,-71.06676905680453,Entire home/apt,2,1.0,1.0,1.0,235.0,0.99,Boston,1
Large Studio w/ private patio!,Charlestown,42.37767806528751,-71.06480028672766,Entire home/apt,2,1.0,0.0,2.0,175.0,0.93,Boston,0
The Little Room,Charlestown,42.37502380569482,-71.05921092547084,Private room,1,1.0,1.0,1.0,100.0,0.96,Boston,0
"Lovely, luxurious space 3rd floor .",Charlestown,42.37567505547794,-71.06080414587313,Private room,2,1.0,1.0,1.0,125.0,0.95,Boston,1
Charlestown Penthouse w/Private Rooftop Views,Charlestown,42.3765322577192,-71.06157887354844,Entire home/apt,4,1.0,1.0,1.0,260.0,0.97,Boston,0
Comfortable room near subway 14-1a,Charlestown,42.384107634700925,-71.07805422051075,Private room,1,1.0,1.0,1.0,55.0,0.94,Boston,1
Comfortable room near Subway 14-3b,Charlestown,42.38374930116852,-71.07723138795625,Private room,1,1.0,1.0,1.0,55.0,0.8,Boston,0
SPLIT LEVEL CONDO W/ PRIVATE DECK,Allston-Brighton,42.38226548986314,-71.06999257487924,Entire home/apt,6,1.5,2.0,2.0,219.0,0.94,Boston,1
1 br / 1 ba in the heart of Charlestown,Charlestown,42.37543954068119,-71.06413642543394,Entire home/apt,3,1.0,1.0,1.0,150.0,0.8,Boston,0
Freedom trail condo with amazing Boston views,Charlestown,42.3799973196388,-71.06569762923866,Entire home/apt,4,2.0,2.0,2.0,350.0,0.94,Boston,1
Quintessential Boston Charmer,Charlestown,42.37294842275394,-71.06250928451719,Entire home/apt,1,1.0,1.0,1.0,275.0,0.94,Boston,1
Large studio with parking spot!,Charlestown,42.37355189265302,-71.06236328885844,Entire home/apt,2,1.0,0.0,1.0,300.0,0.94,Boston,1
The Marble Room,Charlestown,42.37508432707183,-71.05812700596243,Private room,2,1.0,1.0,1.0,195.0,0.94,Boston,1
Historic 3+br in Heart of Boston,Charlestown,42.37994635344316,-71.06223270866468,Entire home/apt,6,4.0,4.0,5.0,325.0,1.0,Boston,0
Spacious 2 bdr Charlestown condo,Charlestown,42.37789505480288,-71.06568058895711,Entire home/apt,5,2.5,2.0,2.0,280.0,0.94,Boston,1
Private room in Boston Luxury Apt,Charlestown,42.37649511684865,-71.05172461247979,Private room,1,1.0,1.0,1.0,150.0,0.93,Boston,0
Centrally Located Boston Townhome,Charlestown,42.38189202730521,-71.06485197027199,Entire home/apt,6,2.5,3.0,3.0,250.0,0.94,Boston,1
Monument House Furnished Apartment M466,Charlestown,42.37423370980447,-71.06215495192623,Entire home/apt,4,1.0,1.0,2.0,150.0,1.0,Boston,0
"Hassle-Free, 2-Bd Charlestown Condo",Allston-Brighton,42.380376920372406,-71.06232447467825,Entire home/apt,4,1.0,2.0,3.0,180.0,1.0,Boston,1
Comfortable room near Subway 14-2c,Charlestown,42.38453396653739,-71.07807747994607,Private room,1,1.0,1.0,1.0,50.0,0.94,Boston,1
3 bedroom apartment next to T stop,Charlestown,42.3826927598642,-71.07809993795176,Entire home/apt,6,1.0,3.0,3.0,195.0,0.96,Boston,0
$99 Historic Charm Walk to Subway,Charlestown,42.3822680618921,-71.06583593948567,Entire home/apt,4,1.0,1.0,1.0,99.0,0.95,Boston,0
"Quaint, charming  brownstone",Charlestown,42.377009231895215,-71.06573513787451,Entire home/apt,6,1.0,2.0,2.0,158.0,0.94,Boston,1
charlestown room,Allston-Brighton,42.37396960969593,-71.05828504416404,Private room,2,1.0,1.0,1.0,92.0,0.94,Boston,1
Boston Waterfront Navy Yard Condo,Charlestown,42.37638502567184,-71.05136254590931,Entire home/apt,2,1.0,1.0,1.0,149.0,0.99,Boston,0
The Rainbow Room,Charlestown,42.373282525150685,-71.05815174153659,Private room,1,1.0,1.0,1.0,135.0,1.0,Boston,0
3 min to T stop-Boston/Somervillle,Charlestown,42.3827047835036,-71.07877178358189,Private room,2,1.0,1.0,1.0,55.0,0.93,Boston,0
"Sunny, Top Floor 2BR with Views",Charlestown,42.3836415267057,-71.06878726853385,Entire home/apt,4,1.0,2.0,2.0,225.0,0.96,Boston,0
Cozy 1 Bed in Historic Charlestown,Charlestown,42.38041051740274,-71.06245272241284,Entire home/apt,3,1.0,1.0,1.0,180.0,0.9,Boston,0
Beautifully Renovated Condo on Freedom Trail,Allston-Brighton,42.37202021577452,-71.06143988224129,Entire home/apt,3,1.0,1.0,1.0,210.0,0.94,Boston,1
Renovated Boston Apartment,Charlestown,42.37813618799643,-71.0632869303694,Entire home/apt,4,1.0,1.0,2.0,200.0,0.9,Boston,0
Charming 1 BR in Historic Boston,Charlestown,42.38329856541702,-71.06858152300224,Entire home/apt,2,1.0,1.0,1.0,150.0,1.0,Boston,0
Sunny house in historic district,Charlestown,42.37867757767117,-71.06338339747694,Entire home/apt,3,1.0,1.0,2.0,149.0,0.97,Boston,0
Boston / Charlestown Apartment,Charlestown,42.377549642397646,-71.06280466738484,Entire home/apt,4,1.0,1.0,2.0,150.0,0.98,Boston,1
Walk Downtown! Freedom Trail Studio,Charlestown,42.377855421674845,-71.0627970924799,Entire home/apt,3,1.0,1.0,1.0,155.0,0.96,Boston,0
1 BR Brownstone Freedom Trail,Charlestown,42.37415674756017,-71.06202512836366,Entire home/apt,3,1.0,1.0,2.0,249.0,1.0,Boston,0
Charlestown Penthouse 3 bedroom/ 2 baths,Charlestown,42.37465423256758,-71.05771053837672,Entire home/apt,6,2.0,3.0,3.0,315.0,1.0,Boston,0
Uncommon Place (free parking!),Charlestown,42.373949253367385,-71.06128123238629,Entire home/apt,4,1.0,1.0,1.0,150.0,0.91,Boston,0
City apartment on the freedom trail,Allston-Brighton,42.37158247068485,-71.06047508509552,Entire home/apt,5,1.0,2.0,3.0,349.0,0.92,Boston,1
Extra Bedroom in Charlestown Apt,Charlestown,42.37588283494991,-71.05973714889127,Private room,2,1.0,1.0,1.0,200.0,1.0,Boston,0
Sunny Quaint Bedroom in Condo,Charlestown,42.37963302945624,-71.06191588184478,Private room,1,1.0,1.0,1.0,49.0,0.95,Boston,0
Historic Charlestown 2 bedroom,Charlestown,42.37499915424139,-71.05777501469449,Entire home/apt,4,1.0,2.0,2.0,250.0,0.87,Boston,0
Feel right at home! 1BR w/ Private Deck-Close to T,Charlestown,42.3790886009274,-71.06301537985014,Entire home/apt,3,1.0,1.0,1.0,195.0,0.94,Boston,1
Spacious 2 bedroom in Historical Charlestown,Charlestown,42.37350982026992,-71.06314575016057,Entire home/apt,3,1.0,2.0,2.0,225.0,0.98,Boston,0
Upscale 1 bedroom Apartment,Charlestown,42.38302343438471,-71.07122356836285,Entire home/apt,4,1.0,1.0,1.0,275.0,0.96,Boston,0
3 min to subway T stop-Orange Line,Charlestown,42.383230564659314,-71.07732678152603,Entire home/apt,4,1.0,2.0,2.0,150.0,0.95,Boston,0
Room in a house 3 min to T stop-10 min to downtown,Charlestown,42.383907080542,-71.07878595806467,Private room,2,1.0,1.0,1.0,80.0,0.96,Boston,0
Stunning 2-Bed/2-Bath Townhouse in Historic Area,Charlestown,42.3745554955836,-71.05977738376615,Entire home/apt,3,2.0,2.0,2.0,330.0,1.0,Boston,0
Clean 3 Beds apt Charlestown Boston,Charlestown,42.377387032265055,-71.06043519614649,Entire home/apt,8,1.0,2.0,3.0,169.0,0.92,Boston,0
Beautiful City Rental,Charlestown,42.37816267880433,-71.06755657371468,Entire home/apt,4,1.0,2.0,3.0,165.0,0.98,Boston,0
Nautical Room: Bunker Hill B&B,Charlestown,42.37833379967386,-71.06181846257596,Private room,2,1.0,1.0,1.0,175.0,0.8,Boston,1
Silk Road Room ,Charlestown,42.37643549266805,-71.06535119211516,Private room,2,1.0,1.0,1.0,210.0,1.0,Boston,0
Charlestown Harbor Apartment,Allston-Brighton,42.37681268310713,-71.05375564891698,Entire home/apt,4,2.0,2.0,2.0,259.0,0.94,Boston,1
"14 min to Harvard, MIT, Downtown Crossing and MGH",Charlestown,42.38214291888439,-71.08064408416543,Private room,2,1.5,1.0,1.0,39.0,0.4,Boston,0
Townhouse in the Town Bedroom #1,Charlestown,42.38344850717835,-71.06511108423523,Private room,2,1.5,1.0,1.0,160.0,0.94,Boston,1
Charlestown Penthouse w/ roof deck,Charlestown,42.381540889560135,-71.07023648211688,Entire home/apt,2,1.0,1.0,1.0,200.0,0.98,Boston,0
Penthouse Bedroom on Freedom Trail,Charlestown,42.37475773401928,-71.05941798376456,Private room,2,1.0,1.0,1.0,125.0,0.95,Boston,0
Beautiful Bunker Hill 2 BD,Charlestown,42.378248273910536,-71.0619881353503,Entire home/apt,8,1.0,2.0,4.0,299.0,0.89,Boston,0
Basement apartment in Charlestown,Charlestown,42.3800548793001,-71.06324104847621,Private room,2,1.0,1.0,1.0,200.0,0.95,Boston,0
[1535-1C] 1BR - West End High Rise,West End,42.36380265823767,-71.06776691309119,Entire home/apt,2,1.0,1.0,1.0,249.0,0.9,Boston,1
Seconds from Mass General Hospital,West End,42.364011816470565,-71.0678241233974,Entire home/apt,4,1.0,1.0,2.0,185.0,0.94,Boston,1
[1247-2C]Furnished 2BR At The Vesta,West End,42.36429052811221,-71.06837611724217,Entire home/apt,4,2.0,2.0,2.0,349.0,0.9,Boston,0
Furnished Luxury 1BR West End-Apt,West End,42.36327128472356,-71.06943159807112,Entire home/apt,3,1.0,1.0,1.0,169.0,0.94,Boston,1
"[1798]2BR at Emerson Place, Boston",West End,42.36623457702698,-71.06784618110888,Entire home/apt,4,2.0,2.0,2.0,310.0,0.8,Boston,1
Beautiful 2-BR Condo 0.5 Mile to Boston Common LF2,West End,42.36428350076047,-71.06535458734923,Entire home/apt,5,2.0,2.0,2.0,119.0,0.94,Boston,1
"Beautiful view, perfect location!",Allston-Brighton,42.36604009903002,-71.06971034784158,Private room,2,1.0,1.0,1.0,81.0,0.9,Boston,1
Private Room in Downtown Boston MGH,West End,42.365426767784605,-71.06773017706558,Private room,2,1.0,1.0,2.0,105.0,0.94,Boston,0
Beautiful 2BR Downtown Boston! LF2,West End,42.36270729704196,-71.06547333129386,Entire home/apt,5,2.0,2.0,3.0,146.0,0.9,Boston,0
BOSTON JUST IN FRONT MGH HOSPITAL,Allston-Brighton,42.36319667502878,-71.06810431541516,Private room,1,1.0,1.0,1.0,145.0,0.91,Boston,1
[1535-2C]2BR - West End High Rise,West End,42.36435857501135,-71.06953390564962,Entire home/apt,4,1.0,2.0,2.0,349.0,1.0,Boston,1
In The Heart of Boston!! LF3,West End,42.36379198928958,-71.06400908925353,Entire home/apt,7,2.0,3.0,4.0,168.0,0.85,Boston,0
Beautiful 3BR Boston Location! LF3,West End,42.36385227244247,-71.06469885843521,Entire home/apt,7,2.0,3.0,4.0,224.0,0.94,Boston,0
Very PRIVATE condo - Close to T - No cleaning fee!,Allston-Brighton,42.36224576777151,-71.06783677808164,Entire home/apt,4,1.0,1.0,2.0,155.0,0.94,Boston,1
[1247-2NH]Furnished 2BR At The Vesta,West End,42.36334248637794,-71.06997794387378,Entire home/apt,4,2.0,2.0,2.0,299.0,0.93,Boston,1
Furnished Luxury 1BR West End Apt.,West End,42.36502918955467,-71.06913786758388,Entire home/apt,3,1.0,1.0,1.0,169.0,0.93,Boston,0
BOSTON - MGH -Beacon Hill- Downtown- great locatio,West End,42.3622516640254,-71.06804507757398,Private room,1,1.0,1.0,1.0,155.0,0.8,Boston,0
Furnished Luxury 2BR at West End,West End,42.36550572317064,-71.0681813624302,Entire home/apt,5,2.0,2.0,2.0,249.0,0.8,Boston,0
"Longfellow Place, Lux 2bd West End/Beacon Hill",West End,42.3641949180405,-71.06430056689483,Entire home/apt,4,2.0,2.0,2.0,315.0,0.94,Boston,1
Furnished Luxury 2BR at West End,West End,42.3648189588525,-71.06907671576315,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Lux 2BR Apt Near Waterfront,Allston-Brighton,42.36390010325937,-71.06997018049121,Entire home/apt,5,2.0,2.0,3.0,289.0,1.0,Boston,1
Beacon Hill Lux 1BR w/pool & WiFi,West End,42.36404531328841,-71.06478588150799,Entire home/apt,3,1.0,1.0,2.0,220.0,0.96,Boston,0
Furnished Luxury 2BR at West-End,West End,42.365474679046216,-71.06891649349022,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Great Apt in historic Beacon Hill,Beacon Hill,42.36129981829768,-71.07161759742179,Private room,2,1.0,1.0,1.0,95.0,0.94,Boston,1
Furnished Lux 2BR at West End,West End,42.36486189808193,-71.06715419186052,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Furnished Luxury 1BR West End Apt.,West End,42.36318985341243,-71.06910537918141,Entire home/apt,3,1.0,1.0,1.0,169.0,0.94,Boston,1
Luxury West End 2BR Apartment,West End,42.36360383432345,-71.07035471181379,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Furnished Luxury 1BR West End Apt,West End,42.36523377941854,-71.0677963849673,Entire home/apt,3,1.0,1.0,1.0,169.0,0.94,Boston,1
Luxury West End 1BR Apt.,West End,42.364801672919455,-71.06865495357737,Entire home/apt,3,1.0,1.0,1.0,169.0,0.94,Boston,1
Furnished Luxury West End 1BR Apt.,West End,42.36480762291193,-71.0689303934233,Entire home/apt,3,1.0,1.0,1.0,169.0,0.94,Boston,1
Furnished Luxury 2-BR at West End,West End,42.364668042853936,-71.06942445347283,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Luxury West End 2BR Apt,West End,42.36479585053193,-71.07010306472651,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
[1535-1N] 1BR - West End High Rise,West End,42.3649449797097,-71.06766819894484,Entire home/apt,2,1.0,1.0,1.0,249.0,0.95,Boston,1
Luxury West End 2BR Apt.,West End,42.36513193449141,-71.06975166423223,Entire home/apt,5,2.0,2.0,2.0,199.0,0.8,Boston,0
Furnished Luxury 2BR at West End,West End,42.36514743907026,-71.06754832855776,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Stay in the Heart of Boston,Beacon Hill,42.36123199619656,-71.07050791596411,Entire home/apt,2,1.0,0.0,1.0,99.0,0.95,Boston,0
[1247-1N]Furnished 1BR At The Vesta,West End,42.36386502353799,-71.06895043843967,Entire home/apt,2,1.0,1.0,1.0,249.0,0.94,Boston,1
Furnished Luxury 2BR at West End,West End,42.36329130750653,-71.06710681709838,Entire home/apt,5,2.0,2.0,2.0,199.0,0.94,Boston,1
Luxury 1BR|1BA+porch MGH/BeaconHill,West End,42.36512257188307,-71.06859844486102,Entire home/apt,4,1.0,1.0,1.0,135.0,0.94,Boston,1
1BR West End Apt. near Restaurants,West End,42.36372540039418,-71.06815872074992,Entire home/apt,3,1.0,1.0,1.0,189.0,0.75,Boston,0
Beautiful Apartment in Beacon Hill,Allston-Brighton,42.3618458600874,-71.06834786495743,Private room,1,1.0,1.0,1.0,60.0,1.0,Boston,1
"Lux 1BR near Charles St w/pool, gym",West End,42.36340800514069,-71.06763390122244,Entire home/apt,3,1.0,1.0,2.0,209.0,1.0,Boston,0
Charlesview Suites Beacon Hill ,West End,42.36342019650638,-71.07108145608237,Entire home/apt,3,1.0,1.0,2.0,280.0,1.0,Boston,0
West End ❤️ of Boston,Allston-Brighton,42.36354350908437,-71.06945967482491,Entire home/apt,4,1.0,2.0,3.0,275.0,1.0,Boston,1
"Lux 2BR near Charles St w/pool, gym",West End,42.36511606061526,-71.06926304774595,Entire home/apt,5,2.0,2.0,3.0,269.0,0.9,Boston,0
West End 12th Floor: by Spare Suite,West End,42.364594246415486,-71.06548310163454,Entire home/apt,4,1.0,1.0,2.0,219.0,0.98,Boston,0
